run_id,date,operator_or_agent,phase,timepoint,replicate,article_id,variant_id,control_article_id,cell_model,culture_day,mea_coupon_id,hydrogel_matrix,pedot_pss_loading_fraction,laminin_or_peptide_density,visible_shedding,swelling_fraction,delamination_score,optical_transparency_fraction,electrode_window_access,eis_1khz_initial_ohm,eis_1khz_current_ohm,eis_1khz_pct_hydrogel_control,charge_storage_capacity_initial,charge_storage_capacity_current,charge_storage_capacity_retention_fraction,baseline_noise_uv,viability_pct_hydrogel_control,ldh_pct_hydrogel_control,neurite_coverage_pct_hydrogel_control,morphology_stress_score,electrode_yield_pct_hydrogel_control,spike_rate_pct_hydrogel_control,burst_rate_pct_hydrogel_control,synchrony_pct_hydrogel_control,post_stim_spike_recovery_pct_pre,post_stim_burst_recovery_pct_pre,post_stim_impedance_degradation_pct,gate_results,source_file,notes
NHIPEDOT-LONG-L2-long_challenge_nhi_pedot_high_loading-R2-28d,synthetic_fixture_not_evidence,limina,L2,28 d,2,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,28,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,86,115,88,1,88,90,88,90,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_challenge_nhi_pedot_high_loading-R2-42d,synthetic_fixture_not_evidence,limina,L2,42 d,2,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,42,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,86,115,88,1,88,90,88,90,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_challenge_nhi_pedot_high_loading-R3-7d,synthetic_fixture_not_evidence,limina,L2,7 d,3,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,7,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,86,115,88,1,88,90,88,90,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_challenge_nhi_pedot_high_loading-R3-14d,synthetic_fixture_not_evidence,limina,L2,14 d,3,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,14,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,86,115,88,1,88,90,88,90,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_challenge_nhi_pedot_high_loading-R3-28d,synthetic_fixture_not_evidence,limina,L2,28 d,3,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,28,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,86,115,88,1,88,90,88,90,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_challenge_nhi_pedot_high_loading-R3-42d,synthetic_fixture_not_evidence,limina,L2,42 d,3,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,42,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,86,115,88,1,88,90,88,90,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R1-7d,synthetic_fixture_not_evidence,limina,L2,7 d,1,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,7,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R1-14d,synthetic_fixture_not_evidence,limina,L2,14 d,1,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,14,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R1-28d,synthetic_fixture_not_evidence,limina,L2,28 d,1,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,28,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R1-42d,synthetic_fixture_not_evidence,limina,L2,42 d,1,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,42,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R2-7d,synthetic_fixture_not_evidence,limina,L2,7 d,2,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,7,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R2-14d,synthetic_fixture_not_evidence,limina,L2,14 d,2,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,14,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R2-28d,synthetic_fixture_not_evidence,limina,L2,28 d,2,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,28,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R2-42d,synthetic_fixture_not_evidence,limina,L2,42 d,2,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,42,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R3-7d,synthetic_fixture_not_evidence,limina,L2,7 d,3,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,7,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R3-14d,synthetic_fixture_not_evidence,limina,L2,14 d,3,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,14,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R3-28d,synthetic_fixture_not_evidence,limina,L2,28 d,3,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,28,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L2-long_positive_toxicity_control-R3-42d,synthetic_fixture_not_evidence,limina,L2,42 d,3,long_positive_toxicity_control,,long_laminin_only_control,neural_culture_model_tbd,42,,assay_control,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,40,250,20,3,15,10,8,10,,,,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R1-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,1,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R1-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,1,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R1-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,1,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,24,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R2-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,2,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R2-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,2,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R2-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,2,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,24,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R3-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,3,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R3-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,3,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_laminin_only_control-R3-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,3,long_laminin_only_control,laminin_only_mea,long_laminin_only_control,neural_culture_model_tbd,24,,none,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,88,87,15,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R1-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,1,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R1-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,1,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R1-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,1,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R2-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,2,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R2-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,2,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R2-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,2,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R3-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,3,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R3-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,3,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_hydrogel_laminin_control-R3-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,3,long_hydrogel_laminin_control,hydrogel_laminin_no_pedot,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,0,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,90,90,12,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R1-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,1,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R1-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,1,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R1-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,1,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R2-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,2,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R2-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,2,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R2-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,2,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R3-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,3,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R3-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,3,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_lead_nhi_pedot_low_loading-R3-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,3,long_lead_nhi_pedot_low_loading,nhi_pedot_low_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,low,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,92,91,10,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R1-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,1,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R1-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,1,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R1-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,1,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R2-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,2,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R2-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,2,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R2-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,2,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R3-pre_stim,synthetic_fixture_not_evidence,limina,L3,pre-stim,3,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R3-post_stim,synthetic_fixture_not_evidence,limina,L3,post-stim,3,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
NHIPEDOT-LONG-L3-long_challenge_nhi_pedot_high_loading-R3-24hrecovery,synthetic_fixture_not_evidence,limina,L3,24 h recovery,3,long_challenge_nhi_pedot_high_loading,nhi_pedot_high_loading_laminin,long_hydrogel_laminin_control,neural_culture_model_tbd,24,,candidate_soft_hydrogel,high,standard_laminin,false,0.04,0,0.90,true,,,,,,,,,,,,,,,,84,83,22,,,synthetic_fixture_not_material_evidence
