profile,run_id,phase,sample_event,target_field,measured_at,operator_or_agent,instrument_id,value,unit,source_file_to_save_as,source_file_requirement,method_or_record_id,notes,record_type,record_id,sample_id,medium_name,medium_lot,transfer_or_exposure_event
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,crosslinking_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/crosslinking_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,date,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/date_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,electrode_material,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/electrode_material_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,hydrogel_matrix,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/hydrogel_matrix_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,laminin_or_peptide_density,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/laminin_or_peptide_density_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,mea_coupon_id,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/mea_coupon_id_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,medium_lot,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/medium_lot_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,medium_name,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/medium_name_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,operator_or_agent,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/operator_or_agent_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,pedot_pss_loading_fraction,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/pedot_pss_loading_fraction_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,pedot_pss_pre_rinse_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/pedot_pss_pre_rinse_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak,H-B,,sterilization_or_aseptic_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-pre_soak/sterilization_or_aseptic_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,crosslinking_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/crosslinking_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,date,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/date_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,electrode_material,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/electrode_material_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,hydrogel_matrix,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/hydrogel_matrix_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,laminin_or_peptide_density,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/laminin_or_peptide_density_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,mea_coupon_id,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/mea_coupon_id_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,medium_lot,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/medium_lot_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,medium_name,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/medium_name_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,operator_or_agent,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/operator_or_agent_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,pedot_pss_loading_fraction,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/pedot_pss_loading_fraction_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,pedot_pss_pre_rinse_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/pedot_pss_pre_rinse_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak,H-B,,sterilization_or_aseptic_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-24hsoak/sterilization_or_aseptic_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,crosslinking_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/crosslinking_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,date,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/date_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,electrode_material,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/electrode_material_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,hydrogel_matrix,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/hydrogel_matrix_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,laminin_or_peptide_density,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/laminin_or_peptide_density_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,mea_coupon_id,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/mea_coupon_id_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,medium_lot,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/medium_lot_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,medium_name,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/medium_name_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,operator_or_agent,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/operator_or_agent_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,pedot_pss_loading_fraction,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/pedot_pss_loading_fraction_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,pedot_pss_pre_rinse_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/pedot_pss_pre_rinse_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak,H-B,,sterilization_or_aseptic_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-72hsoak/sterilization_or_aseptic_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,crosslinking_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/crosslinking_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,date,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/date_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,electrode_material,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/electrode_material_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,hydrogel_matrix,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/hydrogel_matrix_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,laminin_or_peptide_density,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/laminin_or_peptide_density_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,mea_coupon_id,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/mea_coupon_id_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,medium_lot,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/medium_lot_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,medium_name,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/medium_name_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,operator_or_agent,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/operator_or_agent_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,pedot_pss_loading_fraction,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/pedot_pss_loading_fraction_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,pedot_pss_pre_rinse_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/pedot_pss_pre_rinse_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling,H-B,,sterilization_or_aseptic_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-hydrogel_laminin_control-R1-post_cycling/sterilization_or_aseptic_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,crosslinking_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/crosslinking_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,date,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/date_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,electrode_material,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/electrode_material_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,hydrogel_matrix,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/hydrogel_matrix_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,laminin_or_peptide_density,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/laminin_or_peptide_density_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,mea_coupon_id,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/mea_coupon_id_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,medium_lot,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/medium_lot_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,medium_name,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/medium_name_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,operator_or_agent,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/operator_or_agent_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,pedot_pss_loading_fraction,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/pedot_pss_loading_fraction_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,pedot_pss_pre_rinse_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/pedot_pss_pre_rinse_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak,H-B,,sterilization_or_aseptic_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-pre_soak/sterilization_or_aseptic_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,crosslinking_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/crosslinking_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,date,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/date_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,electrode_material,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/electrode_material_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,hydrogel_matrix,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/hydrogel_matrix_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,laminin_or_peptide_density,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/laminin_or_peptide_density_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,mea_coupon_id,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/mea_coupon_id_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,medium_lot,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/medium_lot_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,medium_name,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/medium_name_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,operator_or_agent,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/operator_or_agent_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,pedot_pss_loading_fraction,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/pedot_pss_loading_fraction_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,pedot_pss_pre_rinse_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/pedot_pss_pre_rinse_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
nhi_forward,NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak,H-B,,sterilization_or_aseptic_protocol,,,,,,data/source_files/full/nhi_pedot_forward/NHIPEDOT-H-B-lead_nhi_pedot_low_loading-R1-24hsoak/sterilization_or_aseptic_protocol_bench_or_chain_of_custody_record.csv,,,,,,,,,
