profile,run_id,phase,sample_event,target_field,measured_at,operator_or_agent,instrument_id,value,unit,source_file_to_save_as,source_file_requirement,method_or_record_id,notes,analyte,assay_or_method,instrument_or_vendor_report_id,calibration_or_standard_curve_id,raw_signal,calculated_concentration,dilution_factor
zrc_phase_a,ZRCND-A-challenge_zrc_nd_10m_guard-R1-24h,A,,transferrin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-challenge_zrc_nd_10m_guard-R1-24h/transferrin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,albumin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/albumin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,albumin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/albumin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,ammonia_final_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/ammonia_final_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,ammonia_initial_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/ammonia_initial_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,bdnf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/bdnf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,bdnf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/bdnf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,lactate_final_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/lactate_final_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,lactate_initial_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/lactate_initial_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,ngf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/ngf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,ngf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/ngf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,total_protein_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/total_protein_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,total_protein_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/total_protein_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,transferrin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/transferrin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h,A,,transferrin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-0h/transferrin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,albumin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/albumin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,albumin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/albumin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,ammonia_final_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/ammonia_final_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,ammonia_initial_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/ammonia_initial_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,bdnf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/bdnf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,bdnf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/bdnf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,lactate_final_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/lactate_final_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,lactate_initial_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/lactate_initial_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,ngf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/ngf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,ngf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/ngf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,total_protein_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/total_protein_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,total_protein_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/total_protein_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,transferrin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/transferrin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h,A,,transferrin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-lead_zrc_nd_3p5m_guard-R1-24h/transferrin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,albumin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/albumin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,albumin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/albumin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,ammonia_final_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/ammonia_final_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,ammonia_initial_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/ammonia_initial_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,bdnf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/bdnf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,bdnf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/bdnf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,lactate_final_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/lactate_final_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,lactate_initial_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/lactate_initial_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,ngf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/ngf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,ngf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/ngf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,total_protein_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/total_protein_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,total_protein_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/total_protein_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,transferrin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/transferrin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-0h,A,,transferrin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-0h/transferrin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,albumin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/albumin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,albumin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/albumin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,ammonia_final_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/ammonia_final_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,ammonia_initial_uM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/ammonia_initial_uM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,bdnf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/bdnf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,bdnf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/bdnf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,lactate_final_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/lactate_final_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,lactate_initial_mM,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/lactate_initial_mM_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,ngf_final_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/ngf_final_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,ngf_initial_pg_ml,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/ngf_initial_pg_ml_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,total_protein_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/total_protein_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,total_protein_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/total_protein_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,transferrin_final,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/transferrin_final_biochemical_or_plate_reader_export.csv,,,,,,,,,,
zrc_phase_a,ZRCND-A-no_module_static_control-R1-24h,A,,transferrin_initial,,,,,,data/source_files/full/zrc_nd_phase_a/ZRCND-A-no_module_static_control-R1-24h/transferrin_initial_biochemical_or_plate_reader_export.csv,,,,,,,,,,
